2025-07-08 19:21:22,262 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-08 19:33:04,373 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 61.20, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,401 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,424 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,448 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,469 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 63.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,496 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,521 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,733 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,755 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,782 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,805 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,829 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,835 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,870 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,084 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 75.60, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,108 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 85.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,126 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 90.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,141 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 81.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,178 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 99.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,202 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 76.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,210 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,470 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 205.20, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,487 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 180.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,521 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 148.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,530 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,570 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,598 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 157.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:05,627 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:35,066 - INFO - [dash_app.generate_dynamic_heatmap] - ヒートマップ '全体' の生成: 描画対象の日付 (27件): ['2025-06-01', '2025-06-02', '2025-06-03', '2025-06-04', '2025-06-05', '2025-06-06', '2025-06-07', '2025-06-09', '2025-06-10', '2025-06-11', '2025-06-12', '2025-06-13', '2025-06-14', '2025-06-16', '2025-06-17', '2025-06-18', '2025-06-19', '2025-06-20', '2025-06-21', '2025-06-22', '2025-06-23', '2025-06-24', '2025-06-25', '2025-06-26', '2025-06-27', '2025-06-28', '2025-06-30']
2025-07-08 19:33:35,093 - WARNING - [dash_app.generate_dynamic_heatmap] - ヒートマップ '全体' で日付が欠落している可能性があります。分析期間中の全日付: 30件, 描画対象の日付: 27件, 欠落日付 (3件): ['2025-06-08', '2025-06-15', '2025-06-29']
2025-07-08 19:33:35,153 - INFO - [dash_app.generate_dynamic_heatmap] - ヒートマップ '全体' の生成: 描画対象の日付 (27件): ['2025-06-01', '2025-06-02', '2025-06-03', '2025-06-04', '2025-06-05', '2025-06-06', '2025-06-07', '2025-06-09', '2025-06-10', '2025-06-11', '2025-06-12', '2025-06-13', '2025-06-14', '2025-06-16', '2025-06-17', '2025-06-18', '2025-06-19', '2025-06-20', '2025-06-21', '2025-06-22', '2025-06-23', '2025-06-24', '2025-06-25', '2025-06-26', '2025-06-27', '2025-06-28', '2025-06-30']
2025-07-08 19:33:35,167 - WARNING - [dash_app.generate_dynamic_heatmap] - ヒートマップ '全体' で日付が欠落している可能性があります。分析期間中の全日付: 30件, 描画対象の日付: 27件, 欠落日付 (3件): ['2025-06-08', '2025-06-15', '2025-06-29']
2025-07-09 10:17:51,411 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,444 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 279.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,470 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 256.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,493 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,521 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 261.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,554 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,586 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,586 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 10:17:51,968 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:51,997 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,032 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,058 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,089 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,122 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,151 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,152 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 10:17:52,425 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 79.20, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,454 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 58.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,488 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 67.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,510 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 72.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,537 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,561 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,585 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,585 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 10:17:52,855 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 28.80, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,889 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,938 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,962 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:52,992 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:53,014 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 27.00, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:53,051 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '中央値'
2025-07-09 10:17:53,051 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 10:17:53,325 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 10:17:53,325 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 10:17:53,350 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '中央値'
2025-07-09 10:17:53,350 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
